record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:format,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:type,record - metadata - oai_dc:dc - dc:type - xml:lang,record - metadata - oai_dc:dc - dc:description - xml:lang,record - metadata - oai_dc:dc - dc:description,record - metadata - oai_dc:dc - dc:language,record - metadata - oai_dc:dc - dc:coverage,record - metadata - oai_dc:dc - dc:subject - xml:lang,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:creator,record - metadata - oai_dc:dc - dc:publisher,record - metadata - oai_dc:dc - dc:rights,record - header - identifier
2021-01-12T16:54:10Z,clarind-ids:mkhz.001087,text/plain,deu,"BerlinN00017, Seite 17",text,,deu,"Gelehrte Sachen.

Bey dem Verleger dieser Zeitungen ist zu haben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001087
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001088,text/plain,deu,"BerlinN00018, Seite 18",text,,deu,"Ao 1740.

 Sonnabend,

No. XVII.

 den 6. August.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 6. August.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001088
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001089,text/plain,deu,"BerlinN00019, Seiten 19a 19b",text,,deu,"Servator Populi

Gelehrte Sachen",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001089
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001090,text/plain,deu,"BerlinN00020, Seite 20",text,,deu,"Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amt ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001090
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001091,text/plain,deu,"BerlinN00021, Seite 21",text,,deu,"Ao 1740.

 Donnerstag,

No. XIX.

 den 11. August.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 11. August.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001091
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001092,text/plain,deu,"BerlinN00022, Seiten 22a 22b",text,,deu,"Madrid, vom 15. Julii.

Londen, vom 29. Julii.

Haag, vom 4. August.

Rom, vom 16. Julii.

Wien, vom 28. Julii.

Gelehrte Sachen",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001092
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001093,text/plain,deu,"BerlinN00023, Seite 23",text,,deu,"Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001093
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001094,text/plain,deu,"BerlinN00024, Seite 24",text,,deu,"Ao 1740.

 Donnerstag,

No. XXII.

 den 18. August.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 18. August.

Patent, daß alle nützliche und geschickte Leu=

 te, welche aus fremden Landen in Berlin sich

 häuslich niederlassen / ausser den bisherigen

 Beneficiis auch die Accise= und Servis= Frey=

 heit auf zwey Jahr geniessen sollen.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001094
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001095,text/plain,deu,"BerlinN00025, Seiten 25a 25b",text,,deu,"Madrid, vom 19. Julii.

Londen, vom 2. August.

Paris, vom 1 August.

Haag, vom 7. August.

Copenhagen, vom 9. August.

Petersburg, vom 26. Julii.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001095
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001096,text/plain,deu,"BerlinN00026, Seite 26",text,,deu,,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001096
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001097,text/plain,deu,"BerlinN00027, Seite 27",text,,deu,"Ao 1740.

 Sonnabend,

No. XXVI.

 den 27. August.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 27. August.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001097
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001098,text/plain,deu,"BerlinN00028, Seiten 28a 28b",text,,deu,"Genua, vom 23. Julii.

Neapolis, vom 26. Julii.

Venedig, vom 6. August.

Wien, vom 17. August.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001098
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001099,text/plain,deu,"BerlinN00029, Seite 29",text,,deu,"Künftigen Dienstag mehr.

Bey dem Verleger dieser Zeitungen ist zu haben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001099
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001110,text/plain,deu,"BerlinN00040, Seite 40",text,,deu,"Ao 1740.

 Sonnabend,

No. XLI.

 den 1. October.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 1. October.

Neapolis, vom 6. Septemb.

Rom, vom 10 September.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001110
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001111,text/plain,deu,"BerlinN00041, Seiten 41a 41b",text,,deu,"Wien, vom 21. September.

Gelehrte Sachen.

 Beschluß des Schreiben des Herrn Major

 Humbert.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001111
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001112,text/plain,deu,"BerlinN00042, Seite 42",text,,deu,Bey dem Verleger dieser Zeitungen ist zu haben.,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001112
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001113,text/plain,deu,"BerlinN00043, Seite 43",text,,deu,"Ao 1740.

 Donnerstag,

No. XLVI.

 den 13. October.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 13. October.

Auszug eines Schreibens vom Bord des Schiffes der

 Hector, auf der Rheede von Hamton in Virginien,

 vom 4 August 1740.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001113
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001114,text/plain,deu,"BerlinN00044, Seiten 44a 44b",text,,deu,"Haag, vom 1 October.

Gelehrte Sachen.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001114
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001115,text/plain,deu,"BerlinN00045, Seite 45",text,,deu,,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001115
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001116,text/plain,deu,"BerlinN00046, Seite 46",text,,deu,"Ao 1740.

 Donnerstag,

No. XLIX.

 den 20. October.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 20 October.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001116
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001117,text/plain,deu,"BerlinN00047, Seiten 47a 47b",text,,deu,"Auszug eines Schreibens aus Paris.

Warschau, vom 12 October.

Gelehrte Sachen.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001117
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001118,text/plain,deu,"BerlinN00048, Seite 48",text,,deu,,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001118
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001119,text/plain,deu,"BerlinN00049, Seite 49",text,,deu,"Ao 1740.

 Donnerstag,

No. LII.

 den 27. October.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 27 October.

Venedig, vom 5. October.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001119
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001100,text/plain,deu,"BerlinN00030, Seite 30",text,,deu,"Ao 1740.

 Dienstag,

No. XXX.

 den 6. September.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 4. September.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001100
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001101,text/plain,deu,"BerlinN00031, Seiten 31a 31b",text,,deu,"Der Beschluß folgt nächstens.

Madrid, vom 10. August.

Londen, vom 23. August.

Compiegne, vom 21. August.

Paris vom 23. August.

Gelehrte Sachen

 Institution D&apos;un Prince",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001101
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001102,text/plain,deu,"BerlinN00032, Seiten 32a 32b",text,,deu,"Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amte ausgegeben.

Ao 1740.

 Donnerstag,

No. XXXI.

 den 8. September.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 8. September.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001102
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001103,text/plain,deu,"BerlinN00033, Seiten 33a 33b",text,,deu,"Lissabon, vom 2. August.

Madrit, vom 15 August.

Londen, vom 26. August.

Neapolts, vom 12. August

Rom, vom 18. August.

Wien, vom 27. August.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001103
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001104,text/plain,deu,"BerlinN00034, Seite 34",text,,deu,"Bey dem Verleger dieser Zeitungen ist zu haben.

Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001104
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001105,text/plain,deu,"BerlinN00035, Seite 35",text,,deu,"Ao 1740.

 Sonnabend,

No. XXXVIII.

 den 24 September.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 24. September.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001105
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001106,text/plain,deu,"BerlinN00036, Seiten 36a 36b",text,,deu,"Madrid, vom 29. August.

Neapolis, vom 30. August.

Venedig, vom 9. September.

Wien, vom 14. September.

Dreßden, vom 18. September.

Gelehrte Sachen.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001106
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001107,text/plain,deu,"BerlinN00037, Seiten 37a 37b",text,,deu,"Künftig mehr.

Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amte ausgegeben.

Ao 1740.

 Dienstag,

No. XXXIX.

 den 27 September.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 27. September.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001107
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001108,text/plain,deu,"BerlinN00038, Seiten 38a 38b",text,,deu,"Factum

Rom, vom 7. September.

Gelehrte Sachen.

 Fortsetzung des Briefes des Herrn Major

 Humbert.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001108
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001109,text/plain,deu,"BerlinN00039, Seite 39",text,,deu,Künftig mehr.,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001109
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001120,text/plain,deu,"BerlinN00050, Seiten 50a 50b",text,,deu,"Paris, vom 10 October.

Londen, vom 11 October.

Londen, vom 14 October.

Auszug eines Briefes aus dem Haag.

Warschau, vom 14 Octobet.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001120
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001121,text/plain,deu,"BerlinN00051, Seite 51",text,,deu,"Gelehrte Sachen.

Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und de Königl.

 Hof=Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001121
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001122,text/plain,deu,"BerlinN00052, Seite 52",text,,deu,"Ao 1740.

 Sonnabend,

No. LIX.

 den 12. November.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 12 November.

Livorno, vom 23 October.

Madrid, vom 27 October",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001122
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001123,text/plain,deu,"BerlinN00053, Seiten 53a 53b",text,,deu,"Paris, vom 28 October.

Wien, vom 28 October

Neapolis, vom 24 October.

Maynz, vom 2 November.

Haag, vom 4 November.

Warschau, vom 2 November.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001123
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001124,text/plain,deu,"BerlinN00054, Seite 54",text,,deu,"Gelehrte Sachen.

Bey dem Verleger dieser Zeitungen ist zu haben.

Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001124
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001125,text/plain,deu,"BerlinN00055, Seite 55",text,,deu,"Ao 1740.

 Donnerstag,

No. LXI.

 den 17. November.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 15 November.

*____*____*

Manifest.

 Von GOttes Gnaden Wir JOHANN der

 Dritte, Käyser und Selbstherrscher

 aller Reussen, et cetera et cetera et cetera",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001125
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001126,text/plain,deu,"BerlinN00056, Seiten 56a 56b",text,,deu,"Neapolis, vom 28 October.

Venedig, vom 29 October.

Londen, vom 3 November.

Luneville, vom 26 October.

Haag, vom 5 November.

Warschau, vom 5 November.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001126
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001127,text/plain,deu,"BerlinN00057, Seite 57",text,,deu,"Gelehrte Sachen.

Bey dem Verleger dieser Zeitungen ist zu haben.

Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof=Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001127
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001128,text/plain,deu,"BerlinN00058, Seite 58",text,,deu,"Ao 1740.

 Donnerstag,

No. LXVII.

 den 1. December.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 1 December.

Londen, vom 15 November.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001128
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001129,text/plain,deu,"BerlinN00059, Seiten 59a 59b",text,,deu,"Beschluß der Nachricht, welche der französische Hof we=

 gen der Abfarth seiner Escadren bekannt machen

 lassen.

Haag, vom 23 November.

Mannheim, vom 22 November.

Fortsetzung der Russischen Verordnung.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001129
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001130,text/plain,deu,"BerlinN00060, Seite 60",text,,deu,"Gelehrte Sachen.

 Fortsetzung der Untersuchung, woher die zwölf

 himmlischen Zeichen ihre Benennung

 erhalten haben.

Künftig folgt der Beschluß.

Bey dem Verleger dieser Zeitungen ist zu haben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001130
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001131,text/plain,deu,"BerlinN00061, Seite 61",text,,deu,"Ao 1740.

 Dienstag,

No. LXIX.

 den 5. December.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 5 December.

Von GOttes Gnaden Wir JOHANN, der

 Dritte, Käyser und Selbstherrscher aller

 Reussen / et cetera et cetera et cetera",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001131
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001132,text/plain,deu,"BerlinN00062, Seiten 62a 62b",text,,deu,"Londen, vom 14 November:

Paris, vom 21 November.

Wien, vom 25 November.

Beschluß der Russischen Verordnung",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001132
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001133,text/plain,deu,"BerlinN00063, Seite 63",text,,deu,"Diese Nachrichten werden wöchentlich 3mahl, nemlich Dienstags, Donnerstags und Sonnabends, bey dem Königl.

 und der Societät der Wissenschaften privilegirten Buchhändler, AMBROSIUS HAUDE und dem Königl.

 Hof Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001133
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001134,text/plain,deu,"BerlinN00064, Seite 64",text,,deu,"Ao 1740.

 Donnerstag,

No. LXXIX.

 den 29. December.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 29 December.

 Placat

 Wegen der Verhütung der Desertion.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001134
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001135,text/plain,deu,"BerlinN00065, Seiten 65a 65b",text,,deu,"Fortsetzung des Ceremoniels der Auswechselung des

 russischen und türkischen Gesandten.

Madrid, vom 30 November.

Cadix, vom 20 November

Paris, vom 18 December.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001135
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001136,text/plain,deu,"BerlinN00066, Seite 66",text,,deu,"Haag, vom 20. December.

Livorno, vom 29 November.

Mayland, vom 2 December.

Parma / vom 30. November.

Neapolis, vom 25 November.

Bey dem Verleger dieser Zeitungen ist zu haben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001136
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001137,text/plain,deu,"BerlinN00067, Seite 67",text,,deu,"Ao 1741.

 Donnerstag,

No. XX.

 den 16. Februar.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin / vom 16. Februar.

Madrid, vom 29. Jenner.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001137
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001138,text/plain,deu,"BerlinN00068, Seiten 68a 68b",text,,deu,"Londen, vom 30. Jenner.

Versailles, vom 6. Febr.

Brüssel, vom 6. Februar.

Bastia, vom 30. Jenner.

Genua, vom 1. Febr.

Wien / vom 8. Febr.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001138
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:10Z,clarind-ids:mkhz.001139,text/plain,deu,"BerlinN00069, Seite 69",text,,deu,Bey dem Verleger dieser Zeitungen ist zu haben.,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001139
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001140,text/plain,deu,"BerlinN00070, Seite 70",text,,deu,"Ao 1741.

 Sonnabend,

No. XXVII.

 den 4. Merz.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 4. Merz.

 Aus Frankenstein haben wir diese Nachricht vom

 27. Febr. erhalten.

Madrid, vom 8. Febr.

Paris, vom 21. Febr.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001140
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001141,text/plain,deu,"BerlinN00071, Seiten 71a 71b",text,,deu,"Brüssel, vom 22. Febr.

Livorno, vom 12. Febr.

Genua, vom 9. Febr.

Neapolis, vom 12. Febr.

Mayland, vom 18. Febr.

Rom, vom 18. Febr.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001141
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001142,text/plain,deu,"BerlinN00072, Seite 72",text,,deu,"Künftig mehr.

Bey dem Verleger dieser Zeitungen ist zu haben.

Diese Nachrichten werden wöchentlich 3 mal, nemlich Dienstags, Donnerstags und Sonnabends, bey dem

 Königl. und der Societät der Wissenschafften privilegirten Buchhändler Ambrosius Haude,

 und dem Königl. Hof=Post=Amte ausgegeben.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001142
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001143,text/plain,deu,"BerlinN00073, Seite 73",text,,deu,"Ao 1741.

 Dienstag

No. XXXIV.

 den 21. Merz.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 21. Merz.

Londen, vom 9. Merz.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001143
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001144,text/plain,deu,"BerlinN00074, Seiten 74a 74b",text,,deu,"Paris, vom 8. Merz.

Neapolis, vom 1. Merz.

Florenz, vom 2. Merz.

Bastia, vom 1 Merz.

Genua, vom 3. Merz.

Trieste, vom 28. Febr.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001144
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001145,text/plain,deu,"BerlinN00075, Seiten 75a 75b",text,,deu,"Gelehrte Sachen.

Bey dem Verleger dieser Zeitungen ist zu haben.

Paris, vom 11. Merz.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001145
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001146,text/plain,deu,"BerlinN00076, Seiten 76a 76b",text,,deu,"Versailles, vom 10. Merz.

Rom, vom 8. Merz.

Wien, vom 12. Merz.

Frankfurt, vom 14. Merz.

Petersburg, vom 1. Merz.

Gelehrte Sachen.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001146
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001147,text/plain,deu,"BerlinN00077, Seite 77",text,,deu,Bey dem Verleger dieser Zeitungen ist zu haben.,,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001147
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001148,text/plain,deu,"BerlinN00078, Seite 78",text,,deu,"Ao 1741.

 Donnerstag

No. XLI.

 den 6. April.

Berlinische Nachrichten

 von

 Staats= und gelehrten Sachen

Berlin, vom 6. April.

Paris, vom 27. Merz.

Haag, vom 27. Merz.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001148
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001149,text/plain,deu,"BerlinN00079, Seiten 79a 79b",text,,deu,"Livorno, vom 24. Merz.

Wien, vom 25. Merz.

Frankfurt, vom 30. Merz.

Dresden, vom 29. Merz.

Warschau, vom 19. Merz.

Stockholm, vom 18. Merz.",,,,,,,,oai:repos.ids-mannheim.de:clarind-ids:mkhz.001149
,,image/jpeg,,,,,,,,,,,,,,
2021-01-12T16:54:11Z,clarind-ids:mkhz.001170,text/plain,deu,"BerlinN00100, Seite 100",text,,deu,"Die Fortsetzung folgt künftig.

Gelehrte Sachen.

