record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:source,record - metadata - oai_dc:dc - dc:language,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:format,record - metadata - oai_dc:dc - dc:subject - xml:lang,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:publisher,record - metadata - oai_dc:dc - dc:type,record - metadata - oai_dc:dc - dc:creator,record - metadata - oai_dc:dc - dc:coverage,record - metadata - oai_dc:dc - dc:description,record - metadata - oai_dc:dc - dc:description - xml:lang,record - metadata - oai_dc:dc - dc:rights,record - metadata - oai_dc:dc - dc:relation,record - header - identifier
,,http://hdl.handle.net/10932/00-01B8-B045-7BCE-5401-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B045-A16E-5501-4,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00298,,de,deu,Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse,,deu,Historischer Korpus,IDS Mannheim,collection,,1836–1855,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00298
,http://hdl.handle.net/10932/00-01B8-B045-CF4E-5601-3,,,,,,,,,,,,,,,,
,,,,,,,deu,Zeitung,,,,,,,,,
,,,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00299,http://hdl.handle.net/10932/00-01B8-B046-28AE-5801-8,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 151",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00299
,http://hdl.handle.net/10932/00-01B8-B045-FCBE-5701-B,http://hdl.handle.net/10932/00-01B8-B046-648E-5901-2,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B046-8F6E-5A01-4,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B046-C95E-5B01-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B047-B4CE-5C01-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B047-D4AE-5D01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B047-FB6E-5E01-3,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B048-227E-5F01-2,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00310,http://hdl.handle.net/10932/00-01B8-B059-9C4E-AB01-0,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 162",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00310
,http://hdl.handle.net/10932/00-01B8-B059-6BEE-AA01-D,http://hdl.handle.net/10932/00-01B8-B059-D46E-AC01-F,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B056-BBEE-9E01-E,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B059-4E0E-A901-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05A-024E-AD01-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05A-315E-AE01-6,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05B-0E2E-AF01-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05B-425E-B001-1,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00311,http://hdl.handle.net/10932/00-01B8-B05C-55BE-B201-C,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 163",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00311
,http://hdl.handle.net/10932/00-01B8-B05C-28DE-B101-4,http://hdl.handle.net/10932/00-01B8-B05C-91AE-B301-7,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B056-BBEE-9E01-E,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05C-F4CE-B401-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05B-425E-B001-1,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05D-1B6E-B501-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05D-3D8E-B601-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05D-5C5E-B701-6,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05D-7E3E-B801-4,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00312,http://hdl.handle.net/10932/00-01B8-B05D-C80E-BA01-F,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 164",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00312
,http://hdl.handle.net/10932/00-01B8-B05D-A3BE-B901-A,http://hdl.handle.net/10932/00-01B8-B05D-EE5E-BB01-2,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05C-F4CE-B401-0,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05D-7E3E-B801-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05E-0F0E-BC01-F,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05E-35DE-BD01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05E-5BAE-BE01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05E-758E-BF01-0,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00313,http://hdl.handle.net/10932/00-01B8-B05E-C6AE-C101-E,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 165",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00313
,http://hdl.handle.net/10932/00-01B8-B05E-9B2E-C001-3,http://hdl.handle.net/10932/00-01B8-B05E-EF7E-C201-F,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05C-F4CE-B401-0,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-1C8E-C301-1,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05E-758E-BF01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-483E-C401-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-67CE-C501-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-858E-C601-E,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-A92E-C701-5,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00314,http://hdl.handle.net/10932/00-01B8-B05F-E12E-C901-6,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 166",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00314
,http://hdl.handle.net/10932/00-01B8-B05F-C83E-C801-F,http://hdl.handle.net/10932/00-01B8-B060-1A4E-CA01-3,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-1C8E-C301-1,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-A92E-C701-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B060-34CE-CB01-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B060-5BAE-CC01-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B060-847E-CD01-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B060-BAEE-CE01-9,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00315,http://hdl.handle.net/10932/00-01B8-B062-16CE-D001-A,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 167",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00315
,http://hdl.handle.net/10932/00-01B8-B061-FB3E-CF01-E,http://hdl.handle.net/10932/00-01B8-B062-3CBE-D101-3,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-1C8E-C301-1,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B060-BAEE-CE01-9,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B063-233E-D201-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B063-492E-D301-9,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B063-754E-D401-A,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B063-9C4E-D501-7,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00316,http://hdl.handle.net/10932/00-01B8-B064-F4BE-D701-2,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 168",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00316
,http://hdl.handle.net/10932/00-01B8-B063-C3BE-D601-D,http://hdl.handle.net/10932/00-01B8-B065-1C0E-D801-5,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B05F-1C8E-C301-1,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-412E-D901-8,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B063-9C4E-D501-7,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-62CE-DA01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-956E-DB01-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-C18E-DC01-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-E1AE-DD01-F,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00317,http://hdl.handle.net/10932/00-01B8-B066-A23E-DF01-1,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 169",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00317
,http://hdl.handle.net/10932/00-01B8-B066-088E-DE01-F,http://hdl.handle.net/10932/00-01B8-B066-CF3E-E001-4,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-412E-D901-8,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-E1AE-DD01-F,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B066-F0DE-E101-6,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B067-1BAE-E201-6,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B067-48DE-E301-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B067-6E0E-E401-C,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00318,http://hdl.handle.net/10932/00-01B8-B068-7B0E-E601-B,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 174",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00318
,http://hdl.handle.net/10932/00-01B8-B067-95BE-E501-B,http://hdl.handle.net/10932/00-01B8-B068-A2BE-E701-2,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B065-412E-D901-8,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B068-CE3E-E801-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B069-C8BE-E901-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B069-FD8E-EA01-E,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06A-DC2E-EB01-E,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06B-019E-EC01-A,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06B-282E-ED01-6,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00319,http://hdl.handle.net/10932/00-01B8-B06B-6E3E-EF01-8,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 175",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00319
,http://hdl.handle.net/10932/00-01B8-B06B-48DE-EE01-2,http://hdl.handle.net/10932/00-01B8-B06B-94BE-F001-1,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B068-CE3E-E801-4,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06B-282E-ED01-6,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06B-BB3E-F101-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06B-E12E-F201-1,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06C-029E-F301-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06C-289E-F401-0,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00320,http://hdl.handle.net/10932/00-01B8-B06D-35AE-F601-6,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 176",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00320
,http://hdl.handle.net/10932/00-01B8-B06D-0F2E-F501-4,http://hdl.handle.net/10932/00-01B8-B06D-5B1E-F701-8,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B068-CE3E-E801-4,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06C-289E-F401-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06E-3E8E-F801-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06E-624E-F901-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06E-87BE-FA01-B,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06E-AEFE-FB01-0,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00321,http://hdl.handle.net/10932/00-01B8-B06F-08AE-FD01-F,de,deu,"Das Pfennig=Magazin der Gesellschaft zur Verbreitung gemeinnütziger Kenntnisse, Nr. 177",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00321
,http://hdl.handle.net/10932/00-01B8-B06E-DBDE-FC01-9,http://hdl.handle.net/10932/00-01B8-B06F-288E-FE01-5,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B068-CE3E-E801-4,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06F-47CE-FF01-7,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06E-AEFE-FB01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06F-744F-0001-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06F-9BAF-0101-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B06F-C24F-0201-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B070-BD7F-0301-9,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00322,http://hdl.handle.net/10932/00-01B8-B071-15AF-0501-A,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 9",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00322
,http://hdl.handle.net/10932/00-01B8-B070-EFEF-0401-F,http://hdl.handle.net/10932/00-01B8-B071-3CBF-0601-D,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B071-628F-0701-0,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B071-8DCF-0801-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B071-B49F-0901-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B071-E0AF-0A01-E,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B072-0C5F-0B01-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B072-40EF-0C01-1,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00323,http://hdl.handle.net/10932/00-01B8-B072-9A9F-0E01-C,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 10",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00323
,http://hdl.handle.net/10932/00-01B8-B072-748F-0D01-6,http://hdl.handle.net/10932/00-01B8-B072-C30F-0F01-1,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B071-628F-0701-0,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B072-40EF-0C01-1,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B072-F6EF-1001-7,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B073-287F-1101-B,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B073-498F-1201-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B073-74BF-1301-8,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00324,http://hdl.handle.net/10932/00-01B8-B073-C23F-1501-0,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 11",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00324
,http://hdl.handle.net/10932/00-01B8-B073-9B9F-1401-C,http://hdl.handle.net/10932/00-01B8-B073-F94F-1601-D,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B071-628F-0701-0,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B074-1C1F-1701-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B073-74BF-1301-8,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B074-425F-1801-7,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B074-690F-1901-7,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B074-95EF-1A01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B075-7C7F-1B01-2,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00325,http://hdl.handle.net/10932/00-01B8-B075-C75F-1D01-E,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 12",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00325
,http://hdl.handle.net/10932/00-01B8-B075-A86F-1C01-A,http://hdl.handle.net/10932/00-01B8-B075-EF0F-1E01-4,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B074-1C1F-1701-5,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B075-7C7F-1B01-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B076-1BEF-1F01-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B076-48FF-2001-B,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B076-6EDF-2101-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B076-95CF-2201-9,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00326,http://hdl.handle.net/10932/00-01B8-B076-E8BF-2401-0,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 13",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00326
,http://hdl.handle.net/10932/00-01B8-B076-B5BF-2301-3,http://hdl.handle.net/10932/00-01B8-B077-0FBF-2501-F,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B074-1C1F-1701-5,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-3CAF-2601-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B076-95CF-2201-9,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-617F-2701-8,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-8F4F-2801-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-C41F-2901-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-EB7F-2A01-0,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00327,http://hdl.handle.net/10932/00-01B8-B078-35FF-2C01-3,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 14",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00327
,http://hdl.handle.net/10932/00-01B8-B078-0ACF-2B01-8,http://hdl.handle.net/10932/00-01B8-B078-602F-2D01-6,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-3CAF-2601-C,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-EB7F-2A01-0,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B079-426F-2E01-9,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B079-66AF-2F01-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B079-8F2F-3001-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B079-BC1F-3101-C,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00328,http://hdl.handle.net/10932/00-01B8-B07A-C28F-3301-E,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 15",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00328
,http://hdl.handle.net/10932/00-01B8-B079-E23F-3201-1,http://hdl.handle.net/10932/00-01B8-B07B-A28F-3401-6,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-3CAF-2601-C,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B079-BC1F-3101-C,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07B-CF1F-3501-B,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07B-F26F-3601-B,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07C-215F-3701-A,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07C-503F-3801-F,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00329,http://hdl.handle.net/10932/00-01B8-B07C-A1DF-3A01-6,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 16",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00329
,http://hdl.handle.net/10932/00-01B8-B07C-75CF-3901-2,http://hdl.handle.net/10932/00-01B8-B07C-D00F-3B01-E,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B077-3CAF-2601-C,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07D-B5FF-3C01-9,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07C-503F-3801-F,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07D-DAFF-3D01-D,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07D-FBBF-3E01-F,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07E-217F-3F01-8,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B07E-3DDF-4001-0,,,,,,,,,,,,,,,
2021-01-12T16:50:15Z,clarin-ids:mkhz1.00350,http://hdl.handle.net/10932/00-01B8-B0A4-F92F-DA01-A,de,deu,"Das Pfennig=Magazin für Belehrung und Unterhaltung, Nr. 84",text/xml,deu,Historischer Korpus,IDS Mannheim,text,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:mkhz1.00350
,http://hdl.handle.net/10932/00-01B8-B0A4-CA5F-D901-C,http://hdl.handle.net/10932/00-01B8-B0A5-2C4F-DB01-8,,,,text/plain,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B0A3-1C0F-D301-A,,,,image/jpeg,deu,Zeitung,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B0A4-9C5F-D801-8,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B0A5-61BF-DC01-4,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B0A5-85FF-DD01-2,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B0A5-BB5F-DE01-5,,,,,,,,,,,,,,,
,,http://hdl.handle.net/10932/00-01B8-B0A5-E15F-DF01-0,,,,,,,,,,,,,,,
