datestamp,relation,type,type - dcmi recommendation,title,creator,language,identifier,format,format - mediatype,format - subtype,date,description,source,publisher,rights,contributor,subject,record id,record - header - setSpec
2024-04-17T18:22:43Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 1 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_48.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/48/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.48.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:32:44Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 2 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_49.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/49/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.49.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:36:49Z,http://cts.informatik.uni-leipzig.de/,document,text,مجلة المقتبس Majallat al-Muqtabas TEI edition,,arb,urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_4.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/4/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:8&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:9&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:10&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:11&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:12&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:13&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:14&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:15&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:16&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:17&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.4.TEIP5:18&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:39:04Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 3 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_50.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/50/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.50.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:33:09Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 4 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_51.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/51/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:8&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:9&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.51.TEIP5:10&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:27:26Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 5 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_52.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/52/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:8&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:9&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:10&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:11&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.52.TEIP5:12&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:22:55Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 6 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_53.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/53/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.53.TEIP5:8&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
2024-04-17T18:21:41Z,http://cts.informatik.uni-leipzig.de/,document,text,"مجلة المقتبس Majallat al-Muqtabas, Vol. 5, n. 7 TEI edition",,arb,urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:,application/xml,application,xml,2015-01-01T00:00:00Z,,https://github.com/tillgrallert/digital-muqtabas/blob/master/xml/oclc_4770057679-i_54.TEIP5.xml retrieved via Canonical Text Service http://cts.informatik.uni-leipzig.de/muqtabas/cts/,,CC BY SA,,,cts-muqtabas-urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:,cts
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/teidumps/muqtabas/oclc/4770057679_i/54/TEIP5.xml,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:1&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:2&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:3&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:4&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:5&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:6&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:7&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
,http://cts.informatik.uni-leipzig.de/muqtabas/cts/?request=GetPassage&urn=urn:cts:muqtabas:oclc.4770057679_i.54.TEIP5:8&configuration=divs=false_escapepassage=false_deletexml=true,,,,,,,,,,,,,,,,,,
